enzyme,genome_name,db_name,gene_caller_id,contig,modules_with_enzyme,enzyme_definition,warnings
K03046,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1775,c_000000000011,,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],
K04072,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1899,c_000000000012,,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],
K04072,P2814_SweetCherry_BE,P2814_SweetCherry_BE,181,c_000000000001,,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],
K03709,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1793,c_000000000011,,"DtxR family transcriptional regulator, Mn-dependent transcriptional regulator",
K03292,P2814_SweetCherry_BE,P2814_SweetCherry_BE,184,c_000000000001,,"glycoside/pentoside/hexuronide:cation symporter, GPH family",
K03292,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1806,c_000000000011,,"glycoside/pentoside/hexuronide:cation symporter, GPH family",
K02952,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1746,c_000000000011,,small subunit ribosomal protein S13,
K02946,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1770,c_000000000011,,small subunit ribosomal protein S10,
K16264,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1619,c_000000000010,,cobalt-zinc-cadmium efflux system protein,
K03696,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1778,c_000000000011,,ATP-dependent Clp protease ATP-binding subunit ClpC,
K07800,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1920,c_000000000012,,AgrD protein,
K02950,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1773,c_000000000011,,small subunit ribosomal protein S12,
K02777,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1658,c_000000000010,,sugar PTS system EIIA component [EC:2.7.1.-],
K02777,P2814_SweetCherry_BE,P2814_SweetCherry_BE,124,c_000000000001,,sugar PTS system EIIA component [EC:2.7.1.-],
K02777,P2814_SweetCherry_BE,P2814_SweetCherry_BE,125,c_000000000001,,sugar PTS system EIIA component [EC:2.7.1.-],
K02777,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2116,c_000000000015,,sugar PTS system EIIA component [EC:2.7.1.-],
K13727,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1896,c_000000000012,,phenacrylate decarboxylase [EC:4.1.1.102],
K02992,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1772,c_000000000011,,small subunit ribosomal protein S7,
K01519,P2814_SweetCherry_BE,P2814_SweetCherry_BE,528,c_000000000002,,XTP/dITP diphosphohydrolase [EC:3.6.1.66],
K01519,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1613,c_000000000010,,XTP/dITP diphosphohydrolase [EC:3.6.1.66],
K03497,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1691,c_000000000010,,"ParB family transcriptional regulator, chromosome partitioning protein",
K03497,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1693,c_000000000010,,"ParB family transcriptional regulator, chromosome partitioning protein",
K01928,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1805,c_000000000011,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",
K01914,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1823,c_000000000011,,aspartate--ammonia ligase [EC:6.3.1.1],
K07636,P2814_SweetCherry_BE,P2814_SweetCherry_BE,999,c_000000000005,,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",
K07636,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1847,c_000000000012,,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",
K02996,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1731,c_000000000011,,small subunit ribosomal protein S9,
K02982,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1763,c_000000000011,,small subunit ribosomal protein S3,
K11068,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1621,c_000000000010,,hemolysin III,
K03040,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1744,c_000000000011,,DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],
K03294,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2098,c_000000000015,,"basic amino acid/polyamine antiporter, APA family",
K03294,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2020,c_000000000014,,"basic amino acid/polyamine antiporter, APA family",
K03294,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1629,c_000000000010,,"basic amino acid/polyamine antiporter, APA family",
K03294,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2470,c_000000000021,,"basic amino acid/polyamine antiporter, APA family",
K01246,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1579,c_000000000009,,DNA-3-methyladenine glycosylase I [EC:3.2.2.20],
K01246,P2814_SweetCherry_BE,P2814_SweetCherry_BE,150,c_000000000001,,DNA-3-methyladenine glycosylase I [EC:3.2.2.20],
K01246,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1615,c_000000000010,,DNA-3-methyladenine glycosylase I [EC:3.2.2.20],
K11733,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1783,c_000000000011,,lysine-specific permease,
K02029,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2114,c_000000000015,,polar amino acid transport system permease protein,
K02029,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2115,c_000000000015,,polar amino acid transport system permease protein,
K02029,P2814_SweetCherry_BE,P2814_SweetCherry_BE,494,c_000000000002,,polar amino acid transport system permease protein,
K02029,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1683,c_000000000010,,polar amino acid transport system permease protein,
K02029,P2814_SweetCherry_BE,P2814_SweetCherry_BE,565,c_000000000003,,polar amino acid transport system permease protein,
K02029,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1049,c_000000000005,,polar amino acid transport system permease protein,
K26606,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1705,c_000000000010,,branched chain amino acid efflux pump,
K26606,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1802,c_000000000011,,branched chain amino acid efflux pump,
K03651,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1649,c_000000000010,,"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]",
K03651,P2814_SweetCherry_BE,P2814_SweetCherry_BE,578,c_000000000003,,"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]",
K00364,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1634,c_000000000010,,GMP reductase [EC:1.7.1.7],
K22927,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1868,c_000000000012,,cyclic-di-AMP phosphodiesterase [EC:3.1.4.59],
K03043,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1776,c_000000000011,,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],
K02994,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1756,c_000000000011,,small subunit ribosomal protein S8,
K03446,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1796,c_000000000011,,"MFS transporter, DHA2 family, multidrug resistance protein",
K03446,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1525,c_000000000009,,"MFS transporter, DHA2 family, multidrug resistance protein",
K03446,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1348,c_000000000007,,"MFS transporter, DHA2 family, multidrug resistance protein",
K07813,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1919,c_000000000012,,accessory gene regulator B,
K26605,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1704,c_000000000010,,branched chain amino acid efflux pump,
K26605,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1801,c_000000000011,,branched chain amino acid efflux pump,
K03650,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1884,c_000000000012,,tRNA modification GTPase [EC:3.6.-.-],
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,800,c_000000000004,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,809,c_000000000004,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1674,c_000000000010,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,45,c_000000000001,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,46,c_000000000001,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1903,c_000000000012,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,469,c_000000000002,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,538,c_000000000002,,"LacI family transcriptional regulator, galactose operon repressor",
K02529,P2814_SweetCherry_BE,P2814_SweetCherry_BE,61,c_000000000001,,"LacI family transcriptional regulator, galactose operon repressor",
K02878,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1762,c_000000000011,,large subunit ribosomal protein L16,
K02313,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1877,c_000000000012,,chromosomal replication initiator protein,
K01154,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1836,c_000000000011,,"type I restriction enzyme, S subunit [EC:3.1.21.3]",
K01154,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2862,c_000000000034,,"type I restriction enzyme, S subunit [EC:3.1.21.3]",
K02886,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1766,c_000000000011,,large subunit ribosomal protein L2,
K02892,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1767,c_000000000011,,large subunit ribosomal protein L23,
K02879,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1743,c_000000000011,,large subunit ribosomal protein L17,
K07652,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1847,c_000000000012,,"two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]",
K06216,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1906,c_000000000012,,putative ribose uptake protein,
K02931,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1757,c_000000000011,,large subunit ribosomal protein L5,
K02919,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1747,c_000000000011,,large subunit ribosomal protein L36,
K02933,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1755,c_000000000011,,large subunit ribosomal protein L6,
K02890,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1764,c_000000000011,,large subunit ribosomal protein L22,
K02338,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1876,c_000000000012,,DNA polymerase III subunit beta [EC:2.7.7.7],
K02926,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1768,c_000000000011,,large subunit ribosomal protein L4,
K06942,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1695,c_000000000010,,ribosome-binding ATPase,
K07457,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1657,c_000000000010,,endonuclease III related protein,
K02881,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1754,c_000000000011,,large subunit ribosomal protein L18,
K02895,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1758,c_000000000011,,large subunit ribosomal protein L24,
K14761,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1875,c_000000000012,,ribosome-associated protein,
K06173,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1733,c_000000000011,,tRNA pseudouridine38-40 synthase [EC:5.4.99.12],
K02314,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1866,c_000000000012,,replicative DNA helicase [EC:5.6.2.3],
K26739,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1897,c_000000000012,,"PadR family transcriptional regulator, phenolic acid-responsive transcriptional regulator",
K07668,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1848,c_000000000012,,"two-component system, OmpR family, response regulator VicR",
K00852,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1904,c_000000000012,,ribokinase [EC:2.7.1.15],
K00852,P2814_SweetCherry_BE,P2814_SweetCherry_BE,543,c_000000000002,,ribokinase [EC:2.7.1.15],
K25232,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1730,c_000000000011,,fatty acid kinase fatty acid binding subunit,
K25232,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1412,c_000000000008,,fatty acid kinase fatty acid binding subunit,
K25232,P2814_SweetCherry_BE,P2814_SweetCherry_BE,357,c_000000000002,,fatty acid kinase fatty acid binding subunit,
K25232,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1893,c_000000000012,,fatty acid kinase fatty acid binding subunit,
K25232,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1645,c_000000000010,,fatty acid kinase fatty acid binding subunit,
K25232,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1467,c_000000000008,,fatty acid kinase fatty acid binding subunit,
K01421,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2570,c_000000000023,,putative membrane protein,
K01421,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1723,c_000000000010,,putative membrane protein,
K01421,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1295,c_000000000007,,putative membrane protein,
K02470,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1873,c_000000000012,,DNA gyrase subunit B [EC:5.6.2.2],
K06975,P2814_SweetCherry_BE,P2814_SweetCherry_BE,935,c_000000000005,,uncharacterized protein,
K19504,P2814_SweetCherry_BE,P2814_SweetCherry_BE,915,c_000000000004,,glucoselysine-6-phosphate deglycase,
K02440,P2814_SweetCherry_BE,P2814_SweetCherry_BE,841,c_000000000004,,glycerol uptake facilitator,
K02440,P2814_SweetCherry_BE,P2814_SweetCherry_BE,44,c_000000000001,,glycerol uptake facilitator,
K02440,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2063,c_000000000014,,glycerol uptake facilitator,
K02440,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2393,c_000000000020,,glycerol uptake facilitator,
K02440,P2814_SweetCherry_BE,P2814_SweetCherry_BE,223,c_000000000001,,glycerol uptake facilitator,
K03763,P2814_SweetCherry_BE,P2814_SweetCherry_BE,672,c_000000000003,,"DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]",
K03575,P2814_SweetCherry_BE,P2814_SweetCherry_BE,903,c_000000000004,,A/G-specific adenine glycosylase [EC:3.2.2.31],
K02864,P2814_SweetCherry_BE,P2814_SweetCherry_BE,951,c_000000000005,,large subunit ribosomal protein L10,
K06962,P2814_SweetCherry_BE,P2814_SweetCherry_BE,943,c_000000000005,,uncharacterized protein,
K11749,P2814_SweetCherry_BE,P2814_SweetCherry_BE,670,c_000000000003,,regulator of sigma E protease [EC:3.4.24.-],
K11991,P2814_SweetCherry_BE,P2814_SweetCherry_BE,961,c_000000000005,,tRNA(adenine34) deaminase [EC:3.5.4.33],
K06221,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2661,c_000000000025,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2662,c_000000000025,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P2814_SweetCherry_BE,P2814_SweetCherry_BE,875,c_000000000004,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P2814_SweetCherry_BE,P2814_SweetCherry_BE,17,c_000000000001,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K06221,P2814_SweetCherry_BE,P2814_SweetCherry_BE,89,c_000000000001,,"2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",
K12308,P2814_SweetCherry_BE,P2814_SweetCherry_BE,818,c_000000000004,,beta-galactosidase [EC:3.2.1.23],
K02867,P2814_SweetCherry_BE,P2814_SweetCherry_BE,949,c_000000000005,,large subunit ribosomal protein L11,
K03827,P2814_SweetCherry_BE,P2814_SweetCherry_BE,738,c_000000000003,,putative acetyltransferase [EC:2.3.1.-],
K06967,P2814_SweetCherry_BE,P2814_SweetCherry_BE,778,c_000000000003,,tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217],
K07304,P2814_SweetCherry_BE,P2814_SweetCherry_BE,712,c_000000000003,,peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],
K07304,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1440,c_000000000008,,peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],
K07304,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2575,c_000000000023,,peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],
K16209,P2814_SweetCherry_BE,P2814_SweetCherry_BE,802,c_000000000004,,lactose/raffinose/galactose permease,
K16209,P2814_SweetCherry_BE,P2814_SweetCherry_BE,819,c_000000000004,,lactose/raffinose/galactose permease,
K07106,P2814_SweetCherry_BE,P2814_SweetCherry_BE,786,c_000000000004,,N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126],
K09117,P2814_SweetCherry_BE,P2814_SweetCherry_BE,719,c_000000000003,,uncharacterized protein,
K02863,P2814_SweetCherry_BE,P2814_SweetCherry_BE,950,c_000000000005,,large subunit ribosomal protein L1,
K02687,P2814_SweetCherry_BE,P2814_SweetCherry_BE,702,c_000000000003,,ribosomal protein L11 methyltransferase [EC:2.1.1.-],
K22580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2067,c_000000000014,,teichoic acid D-alanine hydrolase [EC:3.1.1.103],
K22580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,692,c_000000000003,,teichoic acid D-alanine hydrolase [EC:3.1.1.103],
K22580,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2060,c_000000000014,,teichoic acid D-alanine hydrolase [EC:3.1.1.103],
K06191,P2814_SweetCherry_BE,P2814_SweetCherry_BE,959,c_000000000005,,glutaredoxin-like protein NrdH,
K06153,P2814_SweetCherry_BE,P2814_SweetCherry_BE,871,c_000000000004,,undecaprenyl-diphosphatase [EC:3.6.1.27],
K19265,P2814_SweetCherry_BE,P2814_SweetCherry_BE,76,c_000000000001,,L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-],
K19265,P2814_SweetCherry_BE,P2814_SweetCherry_BE,799,c_000000000004,,L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-],
K01990,P2814_SweetCherry_BE,P2814_SweetCherry_BE,33,c_000000000001,,ABC-2 type transport system ATP-binding protein,
K01990,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2599,c_000000000024,,ABC-2 type transport system ATP-binding protein,
K01990,P2814_SweetCherry_BE,P2814_SweetCherry_BE,775,c_000000000003,,ABC-2 type transport system ATP-binding protein,
K01990,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2573,c_000000000023,,ABC-2 type transport system ATP-binding protein,
K01990,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1337,c_000000000007,,ABC-2 type transport system ATP-binding protein,
K01990,P2814_SweetCherry_BE,P2814_SweetCherry_BE,735,c_000000000003,,ABC-2 type transport system ATP-binding protein,
K03177,P2814_SweetCherry_BE,P2814_SweetCherry_BE,685,c_000000000003,,tRNA pseudouridine55 synthase [EC:5.4.99.25],
K17869,P2814_SweetCherry_BE,P2814_SweetCherry_BE,832,c_000000000004,,NADH oxidase (H2O-forming) [EC:1.6.3.4],
K17869,P2814_SweetCherry_BE,P2814_SweetCherry_BE,744,c_000000000003,,NADH oxidase (H2O-forming) [EC:1.6.3.4],
K17869,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1019,c_000000000005,,NADH oxidase (H2O-forming) [EC:1.6.3.4],
K17869,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1013,c_000000000005,,NADH oxidase (H2O-forming) [EC:1.6.3.4],
K27000,P2814_SweetCherry_BE,P2814_SweetCherry_BE,944,c_000000000005,,RNA polymerase sigma-H factor,
K07461,P2814_SweetCherry_BE,P2814_SweetCherry_BE,661,c_000000000003,,putative endonuclease,
K02519,P2814_SweetCherry_BE,P2814_SweetCherry_BE,677,c_000000000003,,translation initiation factor IF-2,
K00656,P2814_SweetCherry_BE,P2814_SweetCherry_BE,930,c_000000000004,,formate C-acetyltransferase [EC:2.3.1.54],
K10914,P2814_SweetCherry_BE,P2814_SweetCherry_BE,835,c_000000000004,,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",
K15460,P2814_SweetCherry_BE,P2814_SweetCherry_BE,660,c_000000000003,,tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223],
K01575,P2814_SweetCherry_BE,P2814_SweetCherry_BE,687,c_000000000003,,acetolactate decarboxylase [EC:4.1.1.5],
K09698,P2814_SweetCherry_BE,P2814_SweetCherry_BE,939,c_000000000005,,nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24],
K07407,P2814_SweetCherry_BE,P2814_SweetCherry_BE,58,c_000000000001,,alpha-galactosidase [EC:3.2.1.22],
K07407,P2814_SweetCherry_BE,P2814_SweetCherry_BE,803,c_000000000004,,alpha-galactosidase [EC:3.2.1.22],
K03311,P2814_SweetCherry_BE,P2814_SweetCherry_BE,820,c_000000000004,,"branched-chain amino acid:cation transporter, LIVCS family",
K03311,P2814_SweetCherry_BE,P2814_SweetCherry_BE,1949,c_000000000013,,"branched-chain amino acid:cation transporter, LIVCS family",
K03311,P2814_SweetCherry_BE,P2814_SweetCherry_BE,238,c_000000000001,,"branched-chain amino acid:cation transporter, LIVCS family",
K09748,P2814_SweetCherry_BE,P2814_SweetCherry_BE,673,c_000000000003,,ribosome maturation factor RimP,
K03073,P2814_SweetCherry_BE,P2814_SweetCherry_BE,946,c_000000000005,,preprotein translocase subunit SecE,
K01881,P2814_SweetCherry_BE,P2814_SweetCherry_BE,671,c_000000000003,,prolyl-tRNA synthetase [EC:6.1.1.15],
K21562,P2814_SweetCherry_BE,P2814_SweetCherry_BE,835,c_000000000004,,"CRP/FNR family transcriptional regulator, anaerobic regulatory protein",
K21562,P2814_SweetCherry_BE,P2814_SweetCherry_BE,2300,c_000000000018,,"CRP/FNR family transcriptional regulator, anaerobic regulatory protein",
