Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,45709_F01_Reference,ASM167680v1_TraditionalKoreanKimichi,ASM211732v1_BrewerySurface,ASM211734v1_WheatBeer,ASM276217v1_FemaleGut,ASM3988027v1_TenebrioMolitorFeces,ASM5041081v1_TomatoeFruit,ASM622820v1_BeerKeg,ASM622828v1_Beer,LBPURC4201_assembly_Sourdough
pucK,pucK,Uric acid permease PucK,10,10,1.0,1,64,,,,1404,1497,1413.3,JECDCPOO_01957,KDAEOHOB_02227,OPNKAGHI_00566,KAHEJOMD_02094,HMEEEBGO_02412,KGEHKDDB_02004,GMGKJONF_02059,HLLCJJMH_02050,BMKFACGC_02069,FHDKMCMF_01155
group_32,,hypothetical protein,10,10,1.0,1,62,,,,465,564,554.1,JECDCPOO_01833,KDAEOHOB_02100,OPNKAGHI_00696,KAHEJOMD_01961,HMEEEBGO_02617,KGEHKDDB_01872,GMGKJONF_01928,HLLCJJMH_01917,BMKFACGC_01940,FHDKMCMF_01290
group_29,,hypothetical protein,10,10,1.0,1,58,,,,738,816,808.2,JECDCPOO_01042,KDAEOHOB_01317,OPNKAGHI_01581,KAHEJOMD_01184,HMEEEBGO_00630,KGEHKDDB_01041,GMGKJONF_01094,HLLCJJMH_01090,BMKFACGC_01517,FHDKMCMF_02054
group_27,,hypothetical protein,10,10,1.0,1,55,,,,3018,3018,3018.0,JECDCPOO_00778,KDAEOHOB_01039,OPNKAGHI_01851,KAHEJOMD_00842,HMEEEBGO_01002,KGEHKDDB_00783,GMGKJONF_00833,HLLCJJMH_00829,BMKFACGC_00851,FHDKMCMF_02312
asnS,asnS,Asparagine--tRNA ligase,10,10,1.0,1,54,,,,1557,1623,1570.2,JECDCPOO_02153,KDAEOHOB_02400,OPNKAGHI_00395,KAHEJOMD_02273,HMEEEBGO_02235,KGEHKDDB_02179,GMGKJONF_02237,HLLCJJMH_02233,BMKFACGC_02261,FHDKMCMF_00975
gltX_2~~~gltX_1,gltX_2;gltX_1,Glutamate--tRNA ligase,10,11,1.1,1,53,,,,561,1512,1368.0,JECDCPOO_00093,KDAEOHOB_00346,OPNKAGHI_00105,KAHEJOMD_00112,HMEEEBGO_01726,KGEHKDDB_00088,GMGKJONF_00115,HLLCJJMH_00133;HLLCJJMH_00134,BMKFACGC_00107,FHDKMCMF_00491
degA~~~malR_1,degA;malR_1,HTH-type transcriptional regulator DegA;HTH-type transcriptional regulator MalR,10,11,1.1,1,52,,,,291,1008,912.5454545454545,JECDCPOO_01436,KDAEOHOB_01776,OPNKAGHI_01176;OPNKAGHI_01177,KAHEJOMD_01585,HMEEEBGO_00102,KGEHKDDB_01508,GMGKJONF_01557,HLLCJJMH_01608,BMKFACGC_01133,FHDKMCMF_01664
group_26,,hypothetical protein,10,10,1.0,1,51,,,,3117,3117,3117.0,JECDCPOO_02468,KDAEOHOB_00223,OPNKAGHI_02612,KAHEJOMD_02593,HMEEEBGO_01860,KGEHKDDB_02503,GMGKJONF_02546,HLLCJJMH_02595,BMKFACGC_02579,FHDKMCMF_00653
dppA_6~~~dppA_7,;dppA_6;dppA_7,hypothetical protein;Dipeptide-binding protein,10,11,1.1,1,50,,,,156,1626,1471.090909090909,JECDCPOO_01881;JECDCPOO_01882,KDAEOHOB_02153,OPNKAGHI_00644,KAHEJOMD_02020,HMEEEBGO_02486,KGEHKDDB_01929,GMGKJONF_01980,HLLCJJMH_01975,BMKFACGC_01990,FHDKMCMF_01229
egtUBC,egtUBC,putative ergothioneine transporter EgtUBC,10,10,1.0,1,48,,,,1356,1521,1504.5,JECDCPOO_00283,KDAEOHOB_00541,OPNKAGHI_02381,KAHEJOMD_00315,HMEEEBGO_01519,KGEHKDDB_00281,GMGKJONF_00311,HLLCJJMH_00327,BMKFACGC_00315,FHDKMCMF_00298
ptpB_2~~~ptpB_1,ptpB_2;ptpB_1,Triple specificity protein phosphatase PtpB,10,10,1.0,1,47,,,,795,822,816.6,JECDCPOO_00252,KDAEOHOB_00510,OPNKAGHI_02412,KAHEJOMD_00289,HMEEEBGO_01550,KGEHKDDB_00250,GMGKJONF_00285,HLLCJJMH_00295,BMKFACGC_00279,FHDKMCMF_00329
group_24,,hypothetical protein,10,11,1.1,1,45,,,,258,531,482.1818181818182,JECDCPOO_02464,KDAEOHOB_00219,OPNKAGHI_02606,KAHEJOMD_02589,HMEEEBGO_01864,KGEHKDDB_02499,GMGKJONF_02541;GMGKJONF_02542,HLLCJJMH_02591,BMKFACGC_02575,FHDKMCMF_00657
group_22,,hypothetical protein,10,10,1.0,1,42,,,,3291,3291,3291.0,JECDCPOO_01291,KDAEOHOB_01555,OPNKAGHI_01324,KAHEJOMD_01441,HMEEEBGO_00389,KGEHKDDB_01284,GMGKJONF_01330,HLLCJJMH_01350,BMKFACGC_01288,FHDKMCMF_01806
group_21,,hypothetical protein,10,10,1.0,1,41,,,,129,129,129.0,JECDCPOO_00690,KDAEOHOB_00954,OPNKAGHI_01954,KAHEJOMD_00741,HMEEEBGO_01099,KGEHKDDB_00700,GMGKJONF_00733,HLLCJJMH_00742,BMKFACGC_00740,FHDKMCMF_02395
ftsL,ftsL,Cell division protein FtsL,10,10,1.0,1,39,,,,396,396,396.0,JECDCPOO_01467,KDAEOHOB_01807,OPNKAGHI_01144,KAHEJOMD_01617,HMEEEBGO_00070,KGEHKDDB_01539,GMGKJONF_01590,HLLCJJMH_01640,BMKFACGC_01101,FHDKMCMF_01633
dnaE,dnaE,DNA polymerase III subunit alpha,10,10,1.0,1,38,,,,3366,3366,3366.0,JECDCPOO_01286,KDAEOHOB_01550,OPNKAGHI_01329,KAHEJOMD_01436,HMEEEBGO_00394,KGEHKDDB_01279,GMGKJONF_01325,HLLCJJMH_01345,BMKFACGC_01293,FHDKMCMF_01811
yhfP~~~acuI,yhfP;acuI,Putative quinone oxidoreductase YhfP;Acrylyl-CoA reductase AcuI,10,10,1.0,1,37,,,,945,945,945.0,JECDCPOO_01214,KDAEOHOB_01475,OPNKAGHI_01403,KAHEJOMD_01347,HMEEEBGO_00469,KGEHKDDB_01200,GMGKJONF_01255,HLLCJJMH_01249,BMKFACGC_01378,FHDKMCMF_01893
rsmE,rsmE,Ribosomal RNA small subunit methyltransferase E,10,10,1.0,1,36,,,,627,753,740.4,JECDCPOO_01323,KDAEOHOB_01586,OPNKAGHI_01291,KAHEJOMD_01472,HMEEEBGO_00358,KGEHKDDB_01315,GMGKJONF_01361,HLLCJJMH_01381,BMKFACGC_01257,FHDKMCMF_01775
mfd,mfd,Transcription-repair-coupling factor,10,10,1.0,1,35,,,,3543,3543,3543.0,JECDCPOO_00562,KDAEOHOB_00822,OPNKAGHI_02089,KAHEJOMD_00603,HMEEEBGO_01233,KGEHKDDB_00572,GMGKJONF_00598,HLLCJJMH_00609,BMKFACGC_00602,FHDKMCMF_00015
katA_2~~~katA_1~~~katA,katA_2;katA_1;katA,Vegetative catalase,10,11,1.1,1,34,,,,492,1467,1338.8181818181818,JECDCPOO_01118,KDAEOHOB_01385,OPNKAGHI_01507;OPNKAGHI_01508,KAHEJOMD_01252,HMEEEBGO_00561,KGEHKDDB_01110,GMGKJONF_01163,HLLCJJMH_01159,BMKFACGC_01443,FHDKMCMF_01984
group_19,,hypothetical protein,10,10,1.0,1,33,,,,1002,1002,1002.0,JECDCPOO_02448,KDAEOHOB_00201,OPNKAGHI_02586,KAHEJOMD_02572,HMEEEBGO_01880,KGEHKDDB_02483,GMGKJONF_02524,HLLCJJMH_02574,BMKFACGC_02559,FHDKMCMF_00673
rpoB,rpoB,DNA-directed RNA polymerase subunit beta RpoB,10,10,1.0,1,32,,,,3612,3612,3612.0,JECDCPOO_01811,KDAEOHOB_02078,OPNKAGHI_00718,KAHEJOMD_01938,HMEEEBGO_02639,KGEHKDDB_01850,GMGKJONF_01906,HLLCJJMH_01895,BMKFACGC_01918,FHDKMCMF_01313
degV_1~~~degV_4,degV_1;;degV_4,Protein DegV;hypothetical protein,10,11,1.1,1,31,,,,261,891,810.2727272727273,JECDCPOO_01905,KDAEOHOB_02175,OPNKAGHI_00618;OPNKAGHI_00619,KAHEJOMD_02042,HMEEEBGO_02464,KGEHKDDB_01951,GMGKJONF_02007,HLLCJJMH_01997,BMKFACGC_02012,FHDKMCMF_01207
rpoC,rpoC,DNA-directed RNA polymerase subunit beta RpoC,10,10,1.0,1,30,,,,3648,3648,3648.0,JECDCPOO_01810,KDAEOHOB_02077,OPNKAGHI_00719,KAHEJOMD_01937,HMEEEBGO_02640,KGEHKDDB_01849,GMGKJONF_01905,HLLCJJMH_01894,BMKFACGC_01917,FHDKMCMF_01314
group_17,,hypothetical protein,10,10,1.0,1,28,,,,705,846,831.9,JECDCPOO_00815,KDAEOHOB_01096,OPNKAGHI_01814,KAHEJOMD_00959,HMEEEBGO_00944,KGEHKDDB_00820,GMGKJONF_00870,HLLCJJMH_00868,BMKFACGC_00894,FHDKMCMF_02275
cshB_2~~~cshB_1~~~cshB,cshB_2;cshB_1;cshB,DEAD-box ATP-dependent RNA helicase CshB,10,11,1.1,1,26,,,,495,1359,1235.7272727272727,JECDCPOO_00861,KDAEOHOB_01142,OPNKAGHI_01766;OPNKAGHI_01765,KAHEJOMD_01005,HMEEEBGO_00898,KGEHKDDB_00866,GMGKJONF_00916,HLLCJJMH_00915,BMKFACGC_00941,FHDKMCMF_02229
group_15,,Fluoroquinolones export ATP-binding protein,10,10,1.0,1,25,,,,852,852,852.0,JECDCPOO_00506,KDAEOHOB_00766,OPNKAGHI_02152,KAHEJOMD_00544,HMEEEBGO_01291,KGEHKDDB_00505,GMGKJONF_00540,HLLCJJMH_00550,BMKFACGC_00542,FHDKMCMF_00073
pgl,pgl,6-phosphogluconolactonase,10,10,1.0,1,24,,,,1044,1044,1044.0,JECDCPOO_01990,KDAEOHOB_02261,OPNKAGHI_00532,KAHEJOMD_02128,HMEEEBGO_02376,KGEHKDDB_02038,GMGKJONF_02096,HLLCJJMH_02086,BMKFACGC_02106,FHDKMCMF_01119
polC_2,polC_2,DNA polymerase III PolC-type,10,10,1.0,1,22,,,,4338,4338,4338.0,JECDCPOO_01352,KDAEOHOB_01691,OPNKAGHI_01263,KAHEJOMD_01501,HMEEEBGO_00249,KGEHKDDB_01425,GMGKJONF_01473,HLLCJJMH_01410,BMKFACGC_01222,FHDKMCMF_01747
gla,gla,Glycerol facilitator-aquaporin gla,10,10,1.0,1,21,,,,669,729,680.4,JECDCPOO_01972,KDAEOHOB_02242,OPNKAGHI_00551,KAHEJOMD_02109,HMEEEBGO_02397,KGEHKDDB_02019,GMGKJONF_02074,HLLCJJMH_02065,BMKFACGC_02084,FHDKMCMF_01140
group_13,,hypothetical protein,10,10,1.0,1,20,,,,291,291,291.0,JECDCPOO_02068,KDAEOHOB_02336,OPNKAGHI_00460,KAHEJOMD_02205,HMEEEBGO_02299,KGEHKDDB_02115,GMGKJONF_02171,HLLCJJMH_02168,BMKFACGC_02189,FHDKMCMF_01043
group_12,,hypothetical protein,10,10,1.0,1,19,,,,1044,1044,1044.0,JECDCPOO_01933,KDAEOHOB_02203,OPNKAGHI_00591,KAHEJOMD_02070,HMEEEBGO_02436,KGEHKDDB_01980,GMGKJONF_02035,HLLCJJMH_02026,BMKFACGC_02042,FHDKMCMF_01179
group_9,,hypothetical protein,10,10,1.0,1,16,,,,489,489,489.0,JECDCPOO_02339,KDAEOHOB_00089,OPNKAGHI_00197,KAHEJOMD_02458,HMEEEBGO_01986,KGEHKDDB_02366,GMGKJONF_02410,HLLCJJMH_02445,BMKFACGC_02428,FHDKMCMF_00799
galT_2~~~galT_1~~~galT,galT_2;galT_1;galT,Galactose-1-phosphate uridylyltransferase,10,11,1.1,1,15,,,,636,1464,1331.1818181818182,JECDCPOO_02016,KDAEOHOB_02282,OPNKAGHI_00513,KAHEJOMD_02153,HMEEEBGO_02352,KGEHKDDB_02062,GMGKJONF_02115;GMGKJONF_02116,HLLCJJMH_02115,BMKFACGC_02135,FHDKMCMF_01095
group_8,,hypothetical protein,10,10,1.0,1,14,,,,600,663,656.7,JECDCPOO_00834,KDAEOHOB_01115,OPNKAGHI_01794,KAHEJOMD_00978,HMEEEBGO_00925,KGEHKDDB_00839,GMGKJONF_00889,HLLCJJMH_00888,BMKFACGC_00914,FHDKMCMF_02256
yidD,yidD;,Putative membrane protein insertion efficiency factor,10,10,1.0,1,12,,,,300,315,301.5,JECDCPOO_00811,KDAEOHOB_01092,OPNKAGHI_01818,KAHEJOMD_00955,HMEEEBGO_00948,KGEHKDDB_00816,GMGKJONF_00866,HLLCJJMH_00864,BMKFACGC_00890,FHDKMCMF_02279
group_5,,hypothetical protein,10,10,1.0,1,10,,,,1044,1044,1044.0,JECDCPOO_00607,KDAEOHOB_00866,OPNKAGHI_02043,KAHEJOMD_00649,HMEEEBGO_01187,KGEHKDDB_00617,GMGKJONF_00644,HLLCJJMH_00658,BMKFACGC_00650,FHDKMCMF_02478
group_4,,hypothetical protein,10,10,1.0,1,8,,,,417,417,417.0,JECDCPOO_00281,KDAEOHOB_00539,OPNKAGHI_02383,KAHEJOMD_00313,HMEEEBGO_01521,KGEHKDDB_00279,GMGKJONF_00309,HLLCJJMH_00325,BMKFACGC_00312,FHDKMCMF_00300
dapE_2,dapE_2,putative succinyl-diaminopimelate desuccinylase,10,10,1.0,1,7,,,,1158,1236,1228.2,JECDCPOO_00279,KDAEOHOB_00537,OPNKAGHI_02385,KAHEJOMD_00311,HMEEEBGO_01523,KGEHKDDB_00277,GMGKJONF_00307,HLLCJJMH_00323,BMKFACGC_00309,FHDKMCMF_00302
elaA_2,elaA_2,Protein ElaA,10,10,1.0,1,4,,,,444,444,444.0,JECDCPOO_00234,KDAEOHOB_00492,OPNKAGHI_02436,KAHEJOMD_00272,HMEEEBGO_01568,KGEHKDDB_00232,GMGKJONF_00268,HLLCJJMH_00278,BMKFACGC_00259,FHDKMCMF_00346
nhaK_1,nhaK_1;,Sodium potassium lithium and rubidium/H(+) antiporter;hypothetical protein,9,10,1.1111111111111112,1,4662,,,,201,1608,1448.7,JECDCPOO_00449,KDAEOHOB_00707,,KAHEJOMD_00485,HMEEEBGO_01353,KGEHKDDB_00447,GMGKJONF_00482,HLLCJJMH_00492,BMKFACGC_00474;BMKFACGC_00475,FHDKMCMF_00133
group_3073,,hypothetical protein,9,9,1.0,1,4629,,,,537,537,537.0,JECDCPOO_02360,KDAEOHOB_00111,,KAHEJOMD_02480,HMEEEBGO_01962,KGEHKDDB_02387,GMGKJONF_02439,HLLCJJMH_02467,BMKFACGC_02455,FHDKMCMF_00777
group_3067,,hypothetical protein,9,9,1.0,1,4617,,,,267,267,267.0,JECDCPOO_00284,KDAEOHOB_00542,OPNKAGHI_02380,KAHEJOMD_00316,,KGEHKDDB_00282,GMGKJONF_00312,HLLCJJMH_00328,BMKFACGC_00316,FHDKMCMF_00297
group_3066,,hypothetical protein,9,9,1.0,1,4616,,,,207,207,207.0,JECDCPOO_01480,KDAEOHOB_01820,,KAHEJOMD_01630,HMEEEBGO_00057,KGEHKDDB_01552,GMGKJONF_01603,HLLCJJMH_01653,BMKFACGC_01088,FHDKMCMF_01620
assT_1,;assT_1,hypothetical protein;Arylsulfate sulfotransferase AssT,9,10,1.1111111111111112,1,4610,,,,309,1722,1550.1,JECDCPOO_00440,KDAEOHOB_00698,OPNKAGHI_02221;OPNKAGHI_02220,KAHEJOMD_00476,HMEEEBGO_01362,KGEHKDDB_00437,GMGKJONF_00473,HLLCJJMH_00483,,FHDKMCMF_00142
group_3060,,hypothetical protein,9,9,1.0,1,4599,,,,345,345,345.0,JECDCPOO_02107,KDAEOHOB_02375,,KAHEJOMD_02246,HMEEEBGO_02260,KGEHKDDB_02154,GMGKJONF_02210,HLLCJJMH_02208,BMKFACGC_02233,FHDKMCMF_01001
group_2955,cfa_2,Cyclopropane-fatty-acyl-phospholipid synthase,9,9,1.0,1,4476,,,,1185,1185,1185.0,JECDCPOO_01330,,OPNKAGHI_01057,KAHEJOMD_01479,HMEEEBGO_00351,KGEHKDDB_01322,GMGKJONF_01368,HLLCJJMH_01388,BMKFACGC_01248,FHDKMCMF_01768
group_2857,,hypothetical protein,9,10,1.1111111111111112,1,4372,,,,342,714,635.1,JECDCPOO_00441,KDAEOHOB_00699,OPNKAGHI_02219,KAHEJOMD_00477,HMEEEBGO_01361,KGEHKDDB_00439;KGEHKDDB_00438,GMGKJONF_00474,HLLCJJMH_00484,,FHDKMCMF_00141
group_2606,,hypothetical protein,9,9,1.0,1,4075,,,,303,303,303.0,JECDCPOO_02249,KDAEOHOB_02494,,KAHEJOMD_02378,HMEEEBGO_02118,KGEHKDDB_02270,GMGKJONF_02335,HLLCJJMH_02359,BMKFACGC_02345,FHDKMCMF_00885
group_2533,,hypothetical protein,9,9,1.0,1,4001,,,,516,516,516.0,JECDCPOO_00357,KDAEOHOB_00615,OPNKAGHI_02297,KAHEJOMD_00389,HMEEEBGO_01445,KGEHKDDB_00355,GMGKJONF_00388,HLLCJJMH_00401,,FHDKMCMF_00224
group_2372,,hypothetical protein,9,9,1.0,1,3814,,,,204,204,204.0,JECDCPOO_01130,KDAEOHOB_01397,,KAHEJOMD_01265,HMEEEBGO_00548,KGEHKDDB_01122,GMGKJONF_01175,HLLCJJMH_01171,BMKFACGC_01431,FHDKMCMF_01972
group_2236,,hypothetical protein,9,9,1.0,1,3661,,,,252,252,252.0,JECDCPOO_01139,KDAEOHOB_01406,OPNKAGHI_01478,KAHEJOMD_01275,HMEEEBGO_00538,KGEHKDDB_01131,GMGKJONF_01184,HLLCJJMH_01180,,FHDKMCMF_01963
group_2210,,hypothetical protein,9,9,1.0,1,3633,,,,258,258,258.0,JECDCPOO_01142,KDAEOHOB_01409,OPNKAGHI_01475,KAHEJOMD_01278,HMEEEBGO_00535,KGEHKDDB_01134,GMGKJONF_01187,HLLCJJMH_01183,,FHDKMCMF_01960
group_2202,,hypothetical protein,9,9,1.0,1,3625,,,,261,261,261.0,JECDCPOO_01140,KDAEOHOB_01407,OPNKAGHI_01477,KAHEJOMD_01276,HMEEEBGO_00537,KGEHKDDB_01132,GMGKJONF_01185,HLLCJJMH_01181,,FHDKMCMF_01962
group_2162,,hypothetical protein,9,9,1.0,1,3570,,,,1239,1239,1239.0,JECDCPOO_00401,KDAEOHOB_00658,,KAHEJOMD_00432,HMEEEBGO_01402,KGEHKDDB_00398,GMGKJONF_00433,HLLCJJMH_00444,BMKFACGC_00439,FHDKMCMF_00181
group_2106,,hypothetical protein,9,9,1.0,1,3500,,,,300,300,300.0,JECDCPOO_01514,KDAEOHOB_01855,,KAHEJOMD_01664,HMEEEBGO_00023,KGEHKDDB_01587,GMGKJONF_01637,HLLCJJMH_01688,BMKFACGC_01053,FHDKMCMF_01585
group_2001,,hypothetical protein,9,9,1.0,1,3372,,,,339,339,339.0,JECDCPOO_02027,KDAEOHOB_02293,,KAHEJOMD_02164,HMEEEBGO_02341,KGEHKDDB_02073,GMGKJONF_02127,HLLCJJMH_02126,BMKFACGC_02147,FHDKMCMF_01084
group_1975,,hypothetical protein,9,9,1.0,1,3339,,,,1068,1572,1505.0,JECDCPOO_00984,KDAEOHOB_01259,OPNKAGHI_01643,,HMEEEBGO_00688,KGEHKDDB_00983,GMGKJONF_01036,HLLCJJMH_01032,BMKFACGC_01579,FHDKMCMF_02112
group_1924,,hypothetical protein,9,9,1.0,1,3275,,,,363,363,363.0,JECDCPOO_01912,KDAEOHOB_02182,,KAHEJOMD_02049,HMEEEBGO_02457,KGEHKDDB_01959,GMGKJONF_02014,HLLCJJMH_02005,BMKFACGC_02019,FHDKMCMF_01200
group_1841,,hypothetical protein,9,9,1.0,1,3170,,,,393,393,393.0,JECDCPOO_02359,KDAEOHOB_00110,,KAHEJOMD_02479,HMEEEBGO_01963,KGEHKDDB_02386,GMGKJONF_02438,HLLCJJMH_02466,BMKFACGC_02453,FHDKMCMF_00778
group_1814,,putative HTH-type transcriptional regulator,9,9,1.0,1,3128,,,,405,405,405.0,JECDCPOO_01098,KDAEOHOB_01372,,KAHEJOMD_01239,HMEEEBGO_00574,KGEHKDDB_01097,GMGKJONF_01150,HLLCJJMH_01146,BMKFACGC_01460,FHDKMCMF_01998
lsrR,;lsrR,hypothetical protein;Transcriptional regulator LsrR,9,10,1.1111111111111112,1,3057,,,,408,954,852.6,JECDCPOO_00428,KDAEOHOB_00686,,KAHEJOMD_00464,HMEEEBGO_01374,KGEHKDDB_00425,GMGKJONF_00460;GMGKJONF_00461,HLLCJJMH_00471,BMKFACGC_00466,FHDKMCMF_00154
group_1717,,hypothetical protein,9,9,1.0,1,2996,,,,453,453,453.0,JECDCPOO_02346,KDAEOHOB_00097,,KAHEJOMD_02465,HMEEEBGO_01979,KGEHKDDB_02373,GMGKJONF_02417,HLLCJJMH_02452,BMKFACGC_02440,FHDKMCMF_00792
group_1714,,hypothetical protein,9,9,1.0,1,2993,,,,453,453,453.0,JECDCPOO_01104,KDAEOHOB_01378,,KAHEJOMD_01245,HMEEEBGO_00568,KGEHKDDB_01103,GMGKJONF_01156,HLLCJJMH_01152,BMKFACGC_01453,FHDKMCMF_01991
group_1690,,hypothetical protein,9,9,1.0,1,2966,,,,216,219,216.33333333333334,JECDCPOO_00439,KDAEOHOB_00697,OPNKAGHI_02222,KAHEJOMD_00475,HMEEEBGO_01363,KGEHKDDB_00436,GMGKJONF_00472,HLLCJJMH_00482,,FHDKMCMF_00143
group_1680,,hypothetical protein,9,9,1.0,1,2954,,,,468,468,468.0,JECDCPOO_02432,KDAEOHOB_00187,,KAHEJOMD_02557,HMEEEBGO_01894,KGEHKDDB_02463,GMGKJONF_02510,HLLCJJMH_02498,BMKFACGC_02545,FHDKMCMF_00695
group_1664,,hypothetical protein,9,9,1.0,1,2931,,,,474,474,474.0,JECDCPOO_02441,KDAEOHOB_00194,,KAHEJOMD_02565,HMEEEBGO_01887,KGEHKDDB_02476,GMGKJONF_02517,HLLCJJMH_02567,BMKFACGC_02552,FHDKMCMF_00680
ribH,ribH,67-dimethyl-8-ribityllumazine synthase,9,9,1.0,1,2927,,,,474,474,474.0,JECDCPOO_01765,KDAEOHOB_02032,,KAHEJOMD_01892,HMEEEBGO_02685,KGEHKDDB_01804,GMGKJONF_01860,HLLCJJMH_01849,BMKFACGC_01870,FHDKMCMF_01359
group_1638,,hypothetical protein,9,9,1.0,1,2890,,,,486,486,486.0,JECDCPOO_01844,KDAEOHOB_02111,,KAHEJOMD_01972,HMEEEBGO_02605,KGEHKDDB_01883,GMGKJONF_01939,HLLCJJMH_01928,BMKFACGC_01951,FHDKMCMF_01279
group_1636,,hypothetical protein,9,9,1.0,1,2887,,,,486,486,486.0,JECDCPOO_01117,KDAEOHOB_01384,,KAHEJOMD_01251,HMEEEBGO_00562,KGEHKDDB_01109,GMGKJONF_01162,HLLCJJMH_01158,BMKFACGC_01444,FHDKMCMF_01985
group_1635,,hypothetical protein,9,9,1.0,1,2886,,,,486,486,486.0,JECDCPOO_01099,KDAEOHOB_01373,,KAHEJOMD_01240,HMEEEBGO_00573,KGEHKDDB_01098,GMGKJONF_01151,HLLCJJMH_01147,BMKFACGC_01459,FHDKMCMF_01997
group_1573,,hypothetical protein,9,9,1.0,1,2802,,,,159,159,159.0,JECDCPOO_00880,KDAEOHOB_01156,OPNKAGHI_01751,KAHEJOMD_01024,HMEEEBGO_00879,KGEHKDDB_00880,,HLLCJJMH_00929,BMKFACGC_00961,FHDKMCMF_02215
group_1548,,hypothetical protein,9,9,1.0,1,2766,,,,531,531,531.0,JECDCPOO_02348,KDAEOHOB_00099,,KAHEJOMD_02467,HMEEEBGO_01977,KGEHKDDB_02375,GMGKJONF_02419,HLLCJJMH_02454,BMKFACGC_02442,FHDKMCMF_00790
group_1547,,hypothetical protein,9,9,1.0,1,2765,,,,531,531,531.0,JECDCPOO_01407,KDAEOHOB_01747,,KAHEJOMD_01555,HMEEEBGO_00132,KGEHKDDB_01479,GMGKJONF_01528,HLLCJJMH_01579,BMKFACGC_01164,FHDKMCMF_01693
group_1493,,hypothetical protein,9,9,1.0,1,2682,,,,558,558,558.0,JECDCPOO_00088,KDAEOHOB_00341,,KAHEJOMD_00107,HMEEEBGO_01731,KGEHKDDB_00083,GMGKJONF_00110,HLLCJJMH_00128,BMKFACGC_00102,FHDKMCMF_00496
lpdB,lpdB,Flavin prenyltransferase LpdB,9,9,1.0,1,2668,,,,564,564,564.0,JECDCPOO_02102,KDAEOHOB_02370,,KAHEJOMD_02241,HMEEEBGO_02265,KGEHKDDB_02149,GMGKJONF_02205,HLLCJJMH_02202,BMKFACGC_02228,FHDKMCMF_01006
group_1479,,hypothetical protein,9,9,1.0,1,2659,,,,567,567,567.0,JECDCPOO_00232,KDAEOHOB_00490,,KAHEJOMD_00270,HMEEEBGO_01570,KGEHKDDB_00230,GMGKJONF_00266,HLLCJJMH_00276,BMKFACGC_00257,FHDKMCMF_00348
ribE,ribE,Riboflavin synthase,9,9,1.0,1,2569,,,,606,606,606.0,JECDCPOO_01767,KDAEOHOB_02034,,KAHEJOMD_01894,HMEEEBGO_02683,KGEHKDDB_01806,GMGKJONF_01862,HLLCJJMH_01851,BMKFACGC_01872,FHDKMCMF_01357
group_1405,,hypothetical protein,9,9,1.0,1,2547,,,,615,615,615.0,JECDCPOO_00121,KDAEOHOB_00375,,KAHEJOMD_00138,HMEEEBGO_01698,KGEHKDDB_00113,GMGKJONF_00141,HLLCJJMH_00160,BMKFACGC_00132,FHDKMCMF_00466
azoR,azoR,FMN-dependent NADH:quinone oxidoreductase,9,9,1.0,1,2526,,,,624,624,624.0,JECDCPOO_02433,KDAEOHOB_00188,,KAHEJOMD_02558,HMEEEBGO_01893,KGEHKDDB_02464,GMGKJONF_02511,HLLCJJMH_02497,BMKFACGC_02546,FHDKMCMF_00694
rhaS_1,rhaS_1,HTH-type transcriptional activator RhaS,9,9,1.0,1,2500,,,,816,816,816.0,JECDCPOO_00403,KDAEOHOB_00660,,KAHEJOMD_00434,HMEEEBGO_01400,KGEHKDDB_00400,GMGKJONF_00435,HLLCJJMH_00446,BMKFACGC_00441,FHDKMCMF_00179
group_1371,,hypothetical protein,9,9,1.0,1,2490,,,,636,636,636.0,JECDCPOO_00089,KDAEOHOB_00342,,KAHEJOMD_00108,HMEEEBGO_01730,KGEHKDDB_00084,GMGKJONF_00111,HLLCJJMH_00129,BMKFACGC_00103,FHDKMCMF_00495
nfnB,nfnB,Nitroreductase NfnB,9,9,1.0,1,2440,,,,651,651,651.0,JECDCPOO_01116,KDAEOHOB_01383,,KAHEJOMD_01250,HMEEEBGO_00563,KGEHKDDB_01108,GMGKJONF_01161,HLLCJJMH_01157,BMKFACGC_01445,FHDKMCMF_01986
group_1340,,hypothetical protein,9,9,1.0,1,2418,,,,660,660,660.0,JECDCPOO_00123,KDAEOHOB_00377,,KAHEJOMD_00140,HMEEEBGO_01696,KGEHKDDB_00115,GMGKJONF_00143,HLLCJJMH_00163,BMKFACGC_00134,FHDKMCMF_00464
hchA,hchA,Protein/nucleic acid deglycase HchA,9,9,1.0,1,2381,,,,678,678,678.0,JECDCPOO_02028,KDAEOHOB_02294,,KAHEJOMD_02165,HMEEEBGO_02340,KGEHKDDB_02074,GMGKJONF_02128,HLLCJJMH_02127,BMKFACGC_02148,FHDKMCMF_01083
group_1291,,hypothetical protein,9,9,1.0,1,2334,,,,693,693,693.0,JECDCPOO_01910,KDAEOHOB_02180,,KAHEJOMD_02047,HMEEEBGO_02459,KGEHKDDB_01956,GMGKJONF_02012,HLLCJJMH_02003,BMKFACGC_02017,FHDKMCMF_01202
